         *         *         *         *         *         *         *     0.000         *         *         *         *    -0.401     0.712    1
     2.000     1.000     2.000     1.000    -2.000     1.000     2.000     2.000     2.000     2.000     3.000     2.000     1.231     0.322  226
     3.000     1.000    -2.000     2.000     0.000     2.000     2.000     2.000     2.000     2.000     2.000     1.000     0.951     0.322  227
     2.000    -3.000     0.000    -2.000    -3.000    -3.000     2.000     0.000     1.000     1.000     1.000     2.000    -0.012     0.322  228
     2.000     2.000     2.000     2.000     2.000     3.000     3.000     3.000     2.000     3.000     3.000     3.000     1.823     0.322  229
     3.000     2.000     2.000     2.000     3.000     2.000     2.000     3.000     3.000     2.000     2.000     3.000     1.607     0.322  230
     3.000     2.000     2.000    -2.000     2.000     2.000     1.000     3.000     2.000     2.000     2.000     2.000     1.162     0.322  231
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000    -0.440     0.322  232
    -3.000    -3.000    -3.000    -3.000    -3.000    -3.000     0.000     1.000     1.000     2.000     0.000     0.000    -0.847     0.322  233
     2.000    -2.000    -2.000     0.000     0.000     0.000     1.000     0.000     1.000     1.000     0.000     1.000    -0.176     0.322  234
     2.000    -3.000     2.000     1.000     2.000     2.000     2.000     2.000     2.000     2.000     2.000     2.000     0.936     0.322  235
     2.000     0.000     1.000    -1.000    -1.000    -1.000     1.000     1.000     1.000     2.000     2.000     1.000     0.455     0.322  236
     3.000     1.000     2.000     0.000     0.000     0.000     2.000     3.000     1.000     2.000     2.000     2.000     1.093     0.322  237
     0.000     0.000     0.000     0.000     0.000     0.000     2.000     2.000     0.000     0.000     2.000     2.000     0.446     0.322  238
     0.000    -2.000     0.000    -2.000    -2.000    -2.000    -1.000     0.000     0.000     0.000     1.000     2.000    -0.504     0.322  239
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000    -0.440     0.322  240
     2.000     0.000     2.000     2.000     2.000     1.000     2.000     1.000     2.000     2.000     2.000     2.000     1.015     0.322  241
     0.000    -3.000    -3.000    -3.000    -3.000    -3.000    -2.000     0.000    -2.000     0.000    -3.000     1.000    -1.750     0.322  242
     2.000    -1.000     2.000    -2.000    -2.000    -2.000     1.000     2.000     0.000     1.000     2.000     2.000     0.383     0.322  243
     3.000     1.000     2.000     0.000     0.000     0.000     3.000     3.000     3.000     3.000     3.000     3.000     1.695     0.322  244
    -3.000    -3.000    -3.000    -3.000    -3.000    -3.000    -3.000    -3.000    -3.000    -3.000    -3.000    -3.000    -2.998     0.322  245
     3.000     0.000     3.000     2.000     2.000     0.000     3.000     3.000     3.000     3.000     3.000     3.000     1.776     0.322  246
     2.000     1.000     0.000     0.000    -1.000    -2.000     1.000     1.000    -1.000     0.000     0.000     1.000    -0.154     0.322  247
     2.000    -2.000     0.000    -2.000    -2.000    -2.000     0.000     2.000    -1.000    -1.000     1.000     1.000    -0.360     0.322  248
     0.000    -2.000    -2.000    -2.000         *    -3.000     1.000     1.000    -1.000     1.000     0.000     1.000    -0.587     0.322  249
     2.000     1.000     2.000     2.000     1.000     2.000     2.000     2.000     2.000     1.000     2.000     2.000     1.120     0.322  250
     2.000    -1.000     0.000    -2.000    -2.000    -2.000    -2.000     2.000    -1.000     2.000     1.000     0.000    -0.391     0.322  251
     3.000     3.000     3.000     3.000     3.000     3.000     3.000     2.000     3.000     2.000     3.000     3.000     1.950     0.322  252
     3.000     3.000     3.000     2.000     1.000     1.000     1.000     2.000     2.000     2.000     3.000     2.000     1.409     0.322  253
     0.000    -1.000     1.000    -1.000    -2.000     1.000     0.000     1.000     0.000     1.000     0.000     0.000    -0.301     0.322  254
     3.000     3.000     3.000     3.000     0.000     0.000     3.000     3.000     3.000     3.000     3.000     3.000     1.965     0.322  255
     1.000     0.000     2.000    -3.000    -2.000     2.000     3.000    -2.000     3.000     0.000    -1.000     0.000    -0.074     0.322  256
     3.000     3.000     3.000     3.000     3.000     3.000     3.000     3.000     3.000     3.000     3.000     3.000     2.118     0.322  257
     2.000     3.000     3.000     2.000     3.000     2.000     3.000     2.000     3.000     2.000     3.000     2.000     1.725     0.322  258
     0.000    -1.000     0.000    -1.000    -2.000    -2.000     0.000     0.000     1.000     0.000     1.000     1.000    -0.308     0.322  259
     0.000    -3.000    -3.000    -3.000    -3.000    -3.000    -3.000    -3.000    -3.000    -3.000    -3.000    -3.000    -2.837     0.322  260
         *         *         *         *         *         *    -3.000    -3.000    -3.000    -3.000    -3.000    -3.000    -3.014     0.374  261
     2.000     0.000     2.000     2.000    -2.000     0.000     2.000     2.000     2.000     2.000     2.000     0.000     0.831     0.322  262
     0.000    -3.000     0.000     0.000     0.000    -2.000     1.000     1.000     1.000     2.000     0.000     0.000    -0.254     0.322  263
     2.000     1.000     2.000     2.000     2.000     1.000     1.000     2.000     1.000     2.000     1.000     2.000     0.824     0.322  264
    -3.000    -3.000    -3.000    -2.000    -2.000    -2.000    -2.000     0.000     0.000     0.000     0.000     2.000    -1.122     0.322  265
    -1.000    -3.000     0.000    -3.000    -3.000    -3.000    -2.000    -3.000    -3.000    -3.000     1.000     0.000    -1.774     0.322  266
     1.000     1.000     2.000     2.000     1.000     1.000     2.000     1.000     1.000     1.000     2.000     2.000     0.845     0.322  267
     2.000     3.000     3.000     2.000     3.000     2.000     3.000     2.000     3.000     2.000     3.000     2.000     1.725     0.322  268
     2.000    -1.000     3.000     3.000     1.000     2.000     3.000     3.000     1.000     3.000     3.000     3.000     1.590     0.322  269
     2.000     3.000     1.000     0.000     0.000     3.000     2.000     3.000     2.000     3.000     2.000     3.000     1.488     0.322  270
     0.000    -3.000    -3.000    -1.000    -3.000    -2.000     0.000     2.000    -2.000     0.000    -1.000     1.000    -0.947     0.322  271
    -2.000    -2.000    -2.000    -2.000    -3.000    -3.000     0.000     0.000     0.000     0.000     0.000     0.000    -0.984     0.322  272
     2.000    -3.000     0.000    -2.000    -3.000    -3.000    -1.000     0.000    -2.000     0.000     1.000    -2.000    -1.066     0.322  273
     2.000     2.000     2.000     3.000     2.000     2.000     2.000     3.000     2.000     2.000     2.000     2.000     1.393     0.322  274
     1.000     0.000     0.000    -1.000     0.000     0.000     1.000     1.000     1.000     0.000     1.000     0.000     0.014     0.322  275
    -3.000    -3.000    -3.000    -3.000    -3.000    -3.000    -3.000    -3.000    -3.000    -3.000    -3.000    -3.000    -2.998     0.322  276
     1.000     0.000     2.000    -1.000    -1.000    -2.000     0.000     2.000     1.000     1.000     1.000     1.000     0.173     0.322  277
     3.000     2.000     3.000     2.000     0.000     2.000     2.000     3.000    -2.000     3.000     3.000     3.000     1.399     0.322  278
     1.000     0.000     0.000    -3.000    -3.000    -3.000         *     1.000     1.000     1.000     1.000     0.000    -0.195     0.344  279
    -2.000    -2.000    -2.000    -2.000    -2.000    -2.000     1.000     0.000     1.000    -1.000     1.000     0.000    -0.666     0.322  280
     2.000     1.000     1.000     2.000     1.000     1.000     1.000     1.000     1.000     2.000     2.000     3.000     0.912     0.322  281
     3.000     2.000     2.000     3.000     3.000     2.000     3.000     3.000     2.000     2.000     1.000     3.000     1.520     0.322  282
     2.000     2.000     2.000     0.000     1.000     0.000     2.000     0.000     2.000     1.000     3.000     0.000     0.796     0.322  283
     2.000     3.000     3.000     2.000     3.000     2.000     3.000     2.000     3.000     2.000     3.000     2.000     1.725     0.322  284
     2.000     2.000     2.000     2.000     2.000     1.000     2.000     1.000     1.000     2.000     3.000     2.000     1.189     0.322  285
         *         *         *         *         *         *    -3.000    -3.000    -3.000    -3.000         *         *    -2.773     0.466  286
     2.000     1.000     3.000     3.000     2.000     1.000     3.000     2.000     3.000     2.000     3.000     2.000     1.592     0.322  287
     2.000     1.000     0.000     0.000    -2.000     0.000     1.000     0.000    -2.000     2.000     1.000     2.000     0.124     0.322  288
     1.000     0.000     1.000     2.000     1.000     0.000     0.000     1.000     1.000     2.000     1.000     1.000     0.314     0.322  289
         *         *         *         *         *         *    -3.000    -3.000     3.000    -3.000     2.000     3.000    -0.553     0.374  290
     2.000     2.000     2.000     2.000     2.000     0.000     1.000     1.000     1.000     2.000     2.000     2.000     0.895     0.322  291
     2.000     2.000    -3.000     1.000     2.000     1.000     2.000     2.000     1.000     3.000     2.000     1.000     0.844     0.322  292
     1.000    -1.000     0.000    -1.000    -1.000    -1.000     1.000     1.000     0.000     0.000     2.000     1.000     0.056     0.322  293
     0.000    -2.000     0.000    -2.000    -2.000    -2.000    -2.000     0.000     1.000    -2.000     0.000    -2.000    -1.204     0.322  294
     0.000    -1.000    -1.000    -1.000    -2.000    -1.000    -2.000     2.000     1.000     3.000     1.000     1.000    -0.124     0.322  295
    -2.000    -3.000    -3.000    -1.000    -1.000    -2.000     2.000     2.000     0.000     1.000    -2.000     0.000    -0.800     0.322  296
     1.000     0.000     1.000     0.000     0.000     1.000     2.000     0.000     1.000     0.000     2.000     2.000     0.489     0.322  297
     0.000    -3.000     0.000    -3.000    -3.000    -3.000     1.000    -3.000     1.000     0.000    -3.000    -3.000    -1.674     0.322  298
     2.000     0.000     1.000     0.000     0.000     2.000     1.000     2.000     2.000     1.000     1.000     1.000     0.582     0.322  299
     2.000     0.000     2.000     0.000    -3.000    -3.000     1.000     2.000     2.000     2.000     2.000     2.000     0.713     0.322  300
     3.000     1.000     1.000     2.000    -1.000    -2.000     2.000     2.000     1.000     2.000     1.000     1.000     0.692     0.322  301
     1.000    -3.000     2.000    -2.000    -2.000    -2.000    -1.000    -2.000     1.000     2.000     2.000     0.000    -0.408     0.322  302
     0.000     0.000    -2.000    -3.000    -3.000    -3.000     0.000     0.000    -3.000     0.000     0.000    -2.000    -1.250     0.322  303
    -3.000    -3.000    -3.000    -3.000    -3.000    -3.000    -3.000    -3.000    -3.000    -3.000    -2.000    -3.000    -2.854     0.322  304
     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     2.000     1.000     2.000     2.000     0.741     0.322  305
     2.000     1.000     0.000     2.000     1.000     0.000     2.000     2.000     1.000     1.000     2.000     3.000     0.953     0.322  306
     1.000     2.000     2.000     0.000     0.000     1.000     0.000     0.000     0.000     0.000    -3.000     0.000    -0.566     0.322  307
     3.000     0.000     0.000     0.000     1.000     1.000     0.000     0.000     0.000     0.000     3.000     2.000     0.396     0.322  308
     2.000     1.000     2.000     2.000     2.000     2.000     2.000     2.000     0.000     2.000     2.000     2.000     1.030     0.322  309
    -1.000    -2.000    -1.000    -2.000    -3.000    -2.000    -1.000    -1.000    -1.000    -2.000     1.000    -2.000    -1.332     0.322  310
    -3.000    -3.000    -3.000    -3.000    -3.000    -3.000    -2.000    -2.000    -2.000    -2.000    -2.000    -2.000    -2.392     0.322  311
